50 message units per second10 message units per second10 message units per second49 message units per second,IPBLOCK-BURST4-67371IPBLOCK-BURST4-67372IPBLOCK-BURST4-67373IPBLOCK-SUMMARY8-67371,IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(3;Page View Requests))IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(4;Origin Error))IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(5;POST Requests))IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(3;Page View Requests),,IPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/SUMMARY,
51 message units per second51 message units per second,IPBLOCK-BURST4-67371IPBLOCK-BURST4-67372,IP 54.250.152.183 recently having excessive BURST qualification(4) rate on category bucket(3;Page View Requests))IP 54.250.152.183 recently having excessive BURST qualification(4) rate on category bucket(4;Origin Error)),,IPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/BURST,
Bot_57159B2FF7EAAC2AD935C71FCE44D48658 message units per second10 message units per second36 message units per second43 message units per second9 message units per second25 message units per second,39000003900003390000639000123900097BOT-REPUTATION-EVALIPBLOCK-BURST4-67371IPBLOCK-BURST4-67372IPBLOCK-BURST4-67373IPBLOCK-SUMMARY8-67371IPBLOCK-SUMMARY8-67372IPBLOCK-SUMMARY8-67373,Missing Accept-Language HeaderMissing Accept-Encoding HeaderMissing Cookie HeaderComes from a ProxySession Cookie Abuse DetectionUnknown Bots (Scraper Reputation)IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(3;Page View Requests))IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(4;Origin Error))IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(5;POST Requests))IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(3;Page View Requests)IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(4;Origin Error)IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(5;POST Requests),&REQUEST_HEADERS:Accept-Language&REQUEST_HEADERS:Accept-Encoding&REQUEST_HEADERS:Cookie,AKAMAI/BOT/REQUEST_ANOMALYAKAMAI/BOT/REQUEST_ANOMALYAKAMAI/BOT/REQUEST_ANOMALYAKAMAI/BOT/REQUEST_ANOMALYAKAMAI/BOT/REQUEST_ANOMALYAKAMAI/BOT/REPUTATIONIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/SUMMARYIPBLOCK/ADAPTIVE/SUMMARYIPBLOCK/ADAPTIVE/SUMMARY,11111
Bot_636E5B14E32B84C2BC20777EDA4C600C29 message units per second28 message units per secondWEBSCRP=9WEBSCRP=9WEBATCK=9WEBATCK=9,39000003900003390000639000123900097BOT-REPUTATION-EVALIPBLOCK-BURST4-67371IPBLOCK-SUMMARY8-67371REP_164190REP_164192REP_164196REP_164200,Missing Accept-Language HeaderMissing Accept-Encoding HeaderMissing Cookie HeaderComes from a ProxySession Cookie Abuse DetectionUnknown Bots (Scraper Reputation)IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(3;Page View Requests))IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(3;Page View Requests)Web Scrapers (High Threat)Web Scrapers (Low Threat)Web Attackers (Low Threat)Web Attackers (High Threat),&REQUEST_HEADERS:Accept-Language&REQUEST_HEADERS:Accept-Encoding&REQUEST_HEADERS:Cookie,AKAMAI/BOT/REQUEST_ANOMALYAKAMAI/BOT/REQUEST_ANOMALYAKAMAI/BOT/REQUEST_ANOMALYAKAMAI/BOT/REQUEST_ANOMALYAKAMAI/BOT/REQUEST_ANOMALYAKAMAI/BOT/REPUTATIONIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/SUMMARYREPUTATIONREPUTATIONREPUTATIONREPUTATION,11111
LOIC/HOIC based on query string Vector Score: 1000; ALERT threshold: 5; Alert Rules: 3000036:INBOUND-ANOMALY:IPBLOCK-BURST4-67371:IPBLOCK-BURST4-67372:IPBLOCK-SUMMARY8-67371:IPBLOCK-SUMMARY8-67372; Last Matched Message: Detected LOIC / HOIC client request based on query stringScore: 1000; ALERT threshold: 20; Alert Rules: 3000036:IPBLOCK-BURST4-67371:IPBLOCK-BURST4-67372:IPBLOCK-SUMMARY8-67371:IPBLOCK-SUMMARY8-67372; Last Matched Message: Detected LOIC / HOIC client request based on query string22 message units per second20 message units per second22 message units per second11 message units per second,3000036DDOSINBOUND-ANOMALYIPBLOCK-BURST4-67371IPBLOCK-BURST4-67372IPBLOCK-SUMMARY8-67371IPBLOCK-SUMMARY8-67372,Detected LOIC / HOIC client request based on query stringAnomaly Score Exceeded for DDoSAnomaly Score Exceeded for InboundIP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(3;Page View Requests))IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(4;Origin Error))IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(3;Page View Requests)IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(4;Origin Error),,AKAMAI/DDOS/LOIC_HOIC_1_v1AKAMAI/POLICY/DDOSAKAMAI/POLICY/INBOUND_ANOMALYIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/SUMMARYIPBLOCK/ADAPTIVE/SUMMARY,211
LOIC/HOIC based on query string curl_FD11327C66C13F133718790076ECEBB6Vector Score: 1000; ALERT threshold: 5; Alert Rules: 3000036:INBOUND-ANOMALY; Last Matched Message: Detected LOIC / HOIC client request based on query stringScore: 1000; ALERT threshold: 20; Alert Rules: 3000036; Last Matched Message: Detected LOIC / HOIC client request based on query string,30000363990001DDOSINBOUND-ANOMALY,Detected LOIC / HOIC client request based on query stringUnknown Bots (HTTP Libraries)Anomaly Score Exceeded for DDoSAnomaly Score Exceeded for Inbound,,AKAMAI/DDOS/LOIC_HOIC_1_v1AKAMAI/BOT/UNKNOWN_BOTAKAMAI/POLICY/DDOSAKAMAI/POLICY/INBOUND_ANOMALY,2111
UNION SELECTUNION SELECTUNION SELECTVector Score: 15; ALERT threshold: 14; Alert Rules: 950001:959073:981255; Last Matched Message: MSSQL Code Execution and Information Gathering Attempts,950001959073981255SQL-INJECTION-ANOMALY,SQL Injection AttackSQL Injection AttackMSSQL Code Execution and Information Gathering AttemptsAnomaly Score Exceeded for SQL Injection,ARGS:usernameARGS:usernameARGS:username,OWASP_CRS/WEB_ATTACK/SQL_INJECTIONOWASP_CRS/WEB_ATTACK/SQL_INJECTIONOWASP_CRS/WEB_ATTACK/SQL_INJECTIONAKAMAI/POLICY/SQL_INJECTION_ANOMALY,4441
UNION SELECTUNION SELECTUNION SELECTWEBATCK=9WEBATCK=9Vector Score: 15; ALERT threshold: 14; Alert Rules: 950001:959073:981255; Last Matched Message: MSSQL Code Execution and Information Gathering Attempts,950001959073981255REP_164196REP_164200SQL-INJECTION-ANOMALY,SQL Injection AttackSQL Injection AttackMSSQL Code Execution and Information Gathering AttemptsWeb Attackers (Low Threat)Web Attackers (High Threat)Anomaly Score Exceeded for SQL Injection,ARGS:usernameARGS:usernameARGS:username,OWASP_CRS/WEB_ATTACK/SQL_INJECTIONOWASP_CRS/WEB_ATTACK/SQL_INJECTIONOWASP_CRS/WEB_ATTACK/SQL_INJECTIONREPUTATIONREPUTATIONAKAMAI/POLICY/SQL_INJECTION_ANOMALY,4441
akamai_site_analyzer46 message units per second41 message units per second44 message units per second30 message units per secondWEBSCRP=9WEBSCRP=9WEBATCK=9WEBATCK=9,3991005IPBLOCK-BURST4-67371IPBLOCK-BURST4-67373IPBLOCK-SUMMARY8-67371IPBLOCK-SUMMARY8-67373REP_164190REP_164192REP_164196REP_164200,Site Monitoring and Web Development BotsIP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(3;Page View Requests))IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(5;POST Requests))IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(3;Page View Requests)IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(5;POST Requests)Web Scrapers (High Threat)Web Scrapers (Low Threat)Web Attackers (Low Threat)Web Attackers (High Threat),,AKAMAI/BOT/AKAMAI_CATEGORIZEDIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/SUMMARYIPBLOCK/ADAPTIVE/SUMMARYREPUTATIONREPUTATIONREPUTATIONREPUTATION,1
blp_bbot44 message units per second42 message units per second41 message units per second44 message units per second42 message units per second19 message units per secondWEBSCRP=9WEBSCRP=9WEBATCK=9WEBATCK=9,3991018IPBLOCK-BURST4-67371IPBLOCK-BURST4-67372IPBLOCK-BURST4-67373IPBLOCK-SUMMARY8-67371IPBLOCK-SUMMARY8-67372IPBLOCK-SUMMARY8-67373REP_164190REP_164192REP_164196REP_164200,News Aggregator BotsIP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(3;Page View Requests))IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(4;Origin Error))IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(5;POST Requests))IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(3;Page View Requests)IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(4;Origin Error)IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(5;POST Requests)Web Scrapers (High Threat)Web Scrapers (Low Threat)Web Attackers (Low Threat)Web Attackers (High Threat),,AKAMAI/BOT/AKAMAI_CATEGORIZEDIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/SUMMARYIPBLOCK/ADAPTIVE/SUMMARYIPBLOCK/ADAPTIVE/SUMMARYREPUTATIONREPUTATIONREPUTATIONREPUTATION,1
curl_013493C818CA8082E3BA2CFC140CE9D1fopen\\(Vector Score: 5; ALERT threshold: 4; Alert Rules: 958976; Last Matched Message: PHP Injection Attack (Common Functions)WEBSCRP=9WEBSCRP=9WEBATCK=9WEBATCK=9,3990001958976PHP-INJECTION-ANOMALYREP_164190REP_164192REP_164196REP_164200,Unknown Bots (HTTP Libraries)PHP Injection Attack (Common Functions)Anomaly Score Exceeded for PHP InjectionWeb Scrapers (High Threat)Web Scrapers (Low Threat)Web Attackers (Low Threat)Web Attackers (High Threat),ARGS_NAMES:fopen\\(abc,AKAMAI/BOT/UNKNOWN_BOTOWASP_CRS/WEB_ATTACK/PHP_INJECTIONAKAMAI/POLICY/PHP_INJECTION_ANOMALYREPUTATIONREPUTATIONREPUTATIONREPUTATION,151
curl_0BA10FBFA1642CF1223CD5D7F2CB592541 message units per second34 message units per secondWEBSCRP=9WEBSCRP=9WEBATCK=9WEBATCK=9,3990001IPBLOCK-BURST4-67373IPBLOCK-SUMMARY8-67373REP_164190REP_164192REP_164196REP_164200,Unknown Bots (HTTP Libraries)IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(5;POST Requests))IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(5;POST Requests)Web Scrapers (High Threat)Web Scrapers (Low Threat)Web Attackers (Low Threat)Web Attackers (High Threat),,AKAMAI/BOT/UNKNOWN_BOTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/SUMMARYREPUTATIONREPUTATIONREPUTATIONREPUTATION,1
curl_104275BCB2395E492D99E856D50592F9,3990001,Unknown Bots (HTTP Libraries),,AKAMAI/BOT/UNKNOWN_BOT,1
curl_12F2E2B999539D5CC902A61335084D6220 message units per second17 message units per second11 message units per second60 message units per second14 message units per second,3990001IPBLOCK-BURST4-67371IPBLOCK-BURST4-67372IPBLOCK-BURST4-67373IPBLOCK-SUMMARY8-67371IPBLOCK-SUMMARY8-67373,Unknown Bots (HTTP Libraries)IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(3;Page View Requests))IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(4;Origin Error))IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(5;POST Requests))IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(3;Page View Requests)IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(5;POST Requests),,AKAMAI/BOT/UNKNOWN_BOTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/SUMMARYIPBLOCK/ADAPTIVE/SUMMARY,1
curl_12F2E2B999539D5CC902A61335084D6220 message units per second17 message units per second7 message units per second60 message units per second14 message units per second,3990001IPBLOCK-BURST4-67371IPBLOCK-BURST4-67372IPBLOCK-BURST4-67373IPBLOCK-SUMMARY8-67371IPBLOCK-SUMMARY8-67373,Unknown Bots (HTTP Libraries)IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(3;Page View Requests))IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(4;Origin Error))IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(5;POST Requests))IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(3;Page View Requests)IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(5;POST Requests),,AKAMAI/BOT/UNKNOWN_BOTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/SUMMARYIPBLOCK/ADAPTIVE/SUMMARY,1
curl_12F2E2B999539D5CC902A61335084D6240 message units per second17 message units per second37 message units per second37 message units per second9 message units per second38 message units per second,3990001IPBLOCK-BURST4-67371IPBLOCK-BURST4-67372IPBLOCK-BURST4-67373IPBLOCK-SUMMARY8-67371IPBLOCK-SUMMARY8-67372IPBLOCK-SUMMARY8-67373,Unknown Bots (HTTP Libraries)IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(3;Page View Requests))IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(4;Origin Error))IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(5;POST Requests))IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(3;Page View Requests)IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(4;Origin Error)IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(5;POST Requests),,AKAMAI/BOT/UNKNOWN_BOTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/SUMMARYIPBLOCK/ADAPTIVE/SUMMARYIPBLOCK/ADAPTIVE/SUMMARY,1
curl_19C61150EA625BFA52814D9217282F9F26 message units per second25 message units per secondWEBSCRP=9WEBSCRP=9WEBATCK=9WEBATCK=9,3990001IPBLOCK-BURST4-67371IPBLOCK-SUMMARY8-67371REP_164190REP_164192REP_164196REP_164200,Unknown Bots (HTTP Libraries)IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(3;Page View Requests))IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(3;Page View Requests)Web Scrapers (High Threat)Web Scrapers (Low Threat)Web Attackers (Low Threat)Web Attackers (High Threat),,AKAMAI/BOT/UNKNOWN_BOTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/SUMMARYREPUTATIONREPUTATIONREPUTATIONREPUTATION,1
curl_19C61150EA625BFA52814D9217282F9F32 message units per second33 message units per secondWEBATCK=9WEBATCK=9,3990001IPBLOCK-BURST4-67371IPBLOCK-BURST4-67372REP_164196REP_164200,Unknown Bots (HTTP Libraries)IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(3;Page View Requests))IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(4;Origin Error))Web Attackers (Low Threat)Web Attackers (High Threat),,AKAMAI/BOT/UNKNOWN_BOTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/BURSTREPUTATIONREPUTATION,1
curl_19C61150EA625BFA52814D9217282F9F42 message units per second41 message units per secondWEBSCRP=9WEBSCRP=9WEBATCK=9WEBATCK=9,3990001IPBLOCK-BURST4-67373IPBLOCK-SUMMARY8-67373REP_164190REP_164192REP_164196REP_164200,Unknown Bots (HTTP Libraries)IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(5;POST Requests))IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(5;POST Requests)Web Scrapers (High Threat)Web Scrapers (Low Threat)Web Attackers (Low Threat)Web Attackers (High Threat),,AKAMAI/BOT/UNKNOWN_BOTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/SUMMARYREPUTATIONREPUTATIONREPUTATIONREPUTATION,1
curl_19C61150EA625BFA52814D9217282F9F43 message units per second42 message units per second,3990001IPBLOCK-BURST4-67373IPBLOCK-SUMMARY8-67373,Unknown Bots (HTTP Libraries)IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(5;POST Requests))IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(5;POST Requests),,AKAMAI/BOT/UNKNOWN_BOTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/SUMMARY,1
curl_19C61150EA625BFA52814D9217282F9F43 message units per second43 message units per second,3990001IPBLOCK-BURST4-67373IPBLOCK-SUMMARY8-67373,Unknown Bots (HTTP Libraries)IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(5;POST Requests))IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(5;POST Requests),,AKAMAI/BOT/UNKNOWN_BOTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/SUMMARY,1
curl_19C61150EA625BFA52814D9217282F9F46 message units per second27 message units per secondWEBSCRP=9WEBSCRP=9WEBATCK=9WEBATCK=9,3990001IPBLOCK-BURST4-67371IPBLOCK-SUMMARY8-67371REP_164190REP_164192REP_164196REP_164200,Unknown Bots (HTTP Libraries)IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(3;Page View Requests))IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(3;Page View Requests)Web Scrapers (High Threat)Web Scrapers (Low Threat)Web Attackers (Low Threat)Web Attackers (High Threat),,AKAMAI/BOT/UNKNOWN_BOTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/SUMMARYREPUTATIONREPUTATIONREPUTATIONREPUTATION,1
curl_19C61150EA625BFA52814D9217282F9F46 message units per second43 message units per second44 message units per second8 message units per second,3990001IPBLOCK-BURST4-67371IPBLOCK-BURST4-67373IPBLOCK-SUMMARY8-67371IPBLOCK-SUMMARY8-67373,Unknown Bots (HTTP Libraries)IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(3;Page View Requests))IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(5;POST Requests))IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(3;Page View Requests)IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(5;POST Requests),,AKAMAI/BOT/UNKNOWN_BOTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/SUMMARYIPBLOCK/ADAPTIVE/SUMMARY,1
curl_19C61150EA625BFA52814D9217282F9F46 message units per second7 message units per second44 message units per second,3990001IPBLOCK-BURST4-67371IPBLOCK-BURST4-67373IPBLOCK-SUMMARY8-67371,Unknown Bots (HTTP Libraries)IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(3;Page View Requests))IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(5;POST Requests))IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(3;Page View Requests),,AKAMAI/BOT/UNKNOWN_BOTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/SUMMARY,1
curl_19C61150EA625BFA52814D9217282F9F55 message units per second29 message units per secondWEBSCRP=9WEBSCRP=9WEBATCK=9WEBATCK=9,3990001IPBLOCK-BURST4-67373IPBLOCK-SUMMARY8-67373REP_164190REP_164192REP_164196REP_164200,Unknown Bots (HTTP Libraries)IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(5;POST Requests))IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(5;POST Requests)Web Scrapers (High Threat)Web Scrapers (Low Threat)Web Attackers (Low Threat)Web Attackers (High Threat),,AKAMAI/BOT/UNKNOWN_BOTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/SUMMARYREPUTATIONREPUTATIONREPUTATIONREPUTATION,1
curl_19C61150EA625BFA52814D9217282F9F57 message units per second32 message units per secondWEBSCRP=9WEBSCRP=9WEBATCK=9WEBATCK=9,3990001IPBLOCK-BURST4-67371IPBLOCK-SUMMARY8-67371REP_164190REP_164192REP_164196REP_164200,Unknown Bots (HTTP Libraries)IP 157.192.79.155 recently having excessive BURST qualification(4) rate on category bucket(3;Page View Requests))IP 157.192.79.155 recently having excessive SUMMARY qualification(8) rate on category bucket(3;Page View Requests)Web Scrapers (High Threat)Web Scrapers (Low Threat)Web Attackers (Low Threat)Web Attackers (High Threat),,AKAMAI/BOT/UNKNOWN_BOTIPBLOCK/ADAPTIVE/BURSTIPBLOCK/ADAPTIVE/SUMMARYREPUTATIONREPUTATIONREPUTATIONREPUTATION,1
curl_19C61150EA625BFA52814D9217282F9FWEBATCK=9WEBATCK=9,3990001REP_164196REP_164200,Unknown Bots (HTTP Libraries)Web Attackers (Low Threat)Web Attackers (High Threat),,AKAMAI/BOT/UNKNOWN_BOTREPUTATIONREPUTATION,1
