AS,JP,13,TOKYO,27197,223.219.81.1
AS,JP,13,TOKYO,2472,223.219.97.1
AS,JP,13,TOKYO,56366,223.223.112.1
AS,JP,13,TOKYO,33669,223.223.113.1
AS,JP,13,TOKYO,33840,223.223.114.1
AS,JP,13,TOKYO,25540,223.223.115.1
AS,JP,13,TOKYO,29179,223.223.116.1
AS,JP,13,TOKYO,5983,223.223.117.1
AS,JP,13,TOKYO,48364,223.223.118.1
AS,JP,13,TOKYO,46260,223.223.119.1
AS,JP,13,TOKYO,26955,223.223.120.1
AS,JP,13,TOKYO,11974,223.223.121.1
AS,JP,13,TOKYO,40256,223.223.122.1
AS,JP,13,TOKYO,27967,223.223.123.1
AS,JP,13,TOKYO,15986,223.223.13.1
AS,JP,13,TOKYO,8457,223.223.164.1
AS,JP,13,TOKYO,35485,223.223.165.1
AS,JP,13,TOKYO,63581,223.223.166.1
AS,JP,13,TOKYO,17677,223.223.167.1
AS,JP,13,TOKYO,21001,223.223.208.1
AS,JP,13,TOKYO,7907,223.223.209.1
AS,JP,13,TOKYO,30595,223.223.210.1
AS,JP,13,TOKYO,15764,223.223.215.1
AS,JP,13,TOKYO,30915,223.223.62.1
AS,JP,13,TOKYO,1604,223.223.63.1
AS,JP,13,TOKYO,59790,223.223.82.1
AS,JP,13,TOKYO,41113,36.244.151.174
AS,JP,13,TOKYO,64236,59.132.106.234
AS,JP,13,TOKYO,36623,60.122.30.13
AS,JP,13,TOKYO,62532,61.22.29.145
EU,FR,,PARIS,55726,217.175.188.1
EU,FR,,PARIS,48638,217.175.189.1
EU,FR,,PARIS,24368,217.175.190.1
EU,FR,,PARIS,48225,217.175.191.1
EU,FR,,PARIS,49938,217.194.80.1
EU,FR,,PARIS,22591,217.194.81.1
EU,FR,,PARIS,63789,217.194.82.1
EU,FR,,PARIS,10931,217.194.83.1
EU,FR,,PARIS,3684,217.194.84.1
EU,FR,,PARIS,14473,217.194.85.1
EU,FR,,PARIS,25170,217.194.86.1
EU,FR,,PARIS,26679,217.194.87.1
EU,FR,,PARIS,16057,217.194.88.1
EU,FR,,PARIS,10621,217.194.89.1
EU,FR,,PARIS,11079,217.195.18.1
EU,FR,,PARIS,61774,217.195.20.1
EU,FR,,PARIS,9643,217.195.21.1
EU,FR,,PARIS,56438,217.212.238.1
EU,FR,,PARIS,62464,217.212.239.1
EU,FR,,PARIS,62098,217.212.241.1
EU,FR,,PARIS,20580,217.243.192.1
EU,FR,,PARIS,52577,220.225.147.1
EU,FR,,PARIS,61843,220.225.154.1
EU,FR,,PARIS,58222,220.225.159.1
EU,FR,,PARIS,15360,82.231.217.158
EU,FR,,PARIS,8167,89.80.241.119
EU,FR,,PARIS,38910,90.122.27.189
EU,NL,,ROTTERDAM,62602,62.163.193.113
NA,US,MA,CAMBRIDGE,25261,193.115.229.179
NA,US,MA,CAMBRIDGE,40219,216.220.113.1
NA,US,MA,CAMBRIDGE,15113,216.220.70.1
NA,US,MA,CAMBRIDGE,40486,216.224.62.1
NA,US,MA,CAMBRIDGE,27932,216.236.242.1
NA,US,MA,CAMBRIDGE,56093,216.236.246.1
NA,US,MA,CAMBRIDGE,50863,216.236.250.1
NA,US,MA,CAMBRIDGE,64145,216.236.251.1
NA,US,MA,CAMBRIDGE,29878,216.249.77.1
NA,US,MA,CAMBRIDGE,52842,217.206.202.1
NA,US,MA,CAMBRIDGE,29074,217.206.93.1
AS,CN,BJ,BEIJING,10114,116.211.99.132
AS,CN,BJ,BEIJING,10114,116.211.99.132
AS,CN,BJ,BEIJING,10114,116.211.99.132
AS,CN,BJ,BEIJING,10114,116.211.99.132
AS,CN,BJ,BEIJING,10114,116.211.99.132
AS,CN,BJ,BEIJING,10114,116.211.99.132
AS,CN,BJ,BEIJING,10114,116.211.99.132
AS,CN,BJ,BEIJING,10114,116.211.99.132
AS,CN,SH,SHANGHAI,9394,157.192.79.155
AS,CN,SH,SHANGHAI,9394,157.192.79.155
AS,CN,SH,SHANGHAI,9394,157.192.79.155
AS,CN,SH,SHANGHAI,9394,157.192.79.155
AS,CN,SH,SHANGHAI,9394,157.192.79.155
AS,CN,SH,SHANGHAI,9394,157.192.79.155
AS,CN,SH,SHANGHAI,9394,157.192.79.155
AS,CN,SH,SHANGHAI,9394,157.192.79.155
AS,CN,SH,SHANGHAI,9394,157.192.79.155
AS,CN,SH,SHANGHAI,9394,157.192.79.155
AS,CN,SH,SHANGHAI,9394,157.192.79.155
AS,CN,SH,SHANGHAI,9394,157.192.79.155
AS,CN,TJ,TIANJIN,4837,54.65.218.76
AS,CN,TJ,TIANJIN,4837,54.65.218.76
AS,CN,TJ,TIANJIN,4837,54.65.218.76
AS,CN,TJ,TIANJIN,4837,54.65.218.76
AS,CN,TJ,TIANJIN,4837,54.65.218.76
AS,CN,TJ,TIANJIN,4837,54.65.218.76
AS,CN,GD,SHENZHEN,4808,223.252.160.139
AS,CN,GD,SHENZHEN,4808,223.252.160.139
AS,CN,GD,SHENZHEN,4808,223.252.160.139
AS,CN,GD,SHENZHEN,4808,223.252.160.139
AS,CN,GD,SHENZHEN,4808,223.252.160.139
AS,CN,GD,SHENZHEN,4808,223.252.160.139
AS,CN,GD,SHENZHEN,4808,223.252.160.139
AS,CN,GD,SHENZHEN,4808,223.252.160.139
AS,CN,GD,SHENZHEN,4808,223.252.160.139
AS,CN,GD,SHENZHEN,4808,223.252.160.139
AS,CN,GD,SHENZHEN,4808,223.252.160.139
AS,CN,GD,SHENZHEN,4808,223.252.160.139
AS,CN,GD,SHENZHEN,4808,223.252.160.139
AS,CN,GD,SHENZHEN,4808,223.252.160.139
AS,CN,GD,SHENZHEN,4808,223.252.160.139
AS,CN,GD,SHENZHEN,4808,223.252.160.139
AS,CN,GD,SHENZHEN,4808,223.252.160.139
